filename,width,height,class,xmin,ymin,xmax,ymax
Psoriasis-Chronic-Plaque-1612_jpg.rf.f7246d0df133f10ab4642d0a28f9cbb2.jpg,640,640,Psoriasis Eritrodermica,26,11,636,640
Psoriasis-Chronic-Plaque-116_jpg.rf.f87d1688eec185033db98497e3c7c7c9.jpg,640,640,Psoriasis Vulgar,0,7,630,636
psoriasis-erythrodermic-27_jpg.rf.fa23b61a3510d86cd46bb492ecb6c0ac.jpg,640,640,Psoriasis Eritrodermica,19,0,640,603
Psoriasis-Interferon-Injection-0823042_jpg.rf.f6df2985355bdc645a5270dd568a14ef.jpg,640,640,Psoriasis Pustulosa,0,0,639,640
psoriasis-100_jpg.rf.f78e0698473d8b84f4683205e7990b85.jpg,640,640,Psoriasis Eritrodermica,0,3,625,640
psoriasis-40_jpg.rf.f720bd2c8a2ef8019ae277645c8ba24c.jpg,640,640,Psoriasis Vulgar,0,0,637,638
Psoriasis-Chronic-Plaque-97_jpg.rf.fb0cf256bdcb3408a1d9a3270fa21c94.jpg,640,640,Psoriasis Vulgar,4,0,640,640
psoriasis-74_jpg.rf.fba0b2929b708dc8f21902093d125072.jpg,640,640,Psoriasis Inversa,25,0,640,640
Psoriasis-Hand-27_jpg.rf.f73c23998f7b5ecb14b93bba906f726a.jpg,640,640,Psoriasis Eritrodermica,21,53,640,624
psoriasis-palms-soles-168_jpg.rf.f7ca9a32db24f932c50f7c0b55f02036.jpg,640,640,Psoriasis Vulgar,4,0,621,616
Psoriasis-Chronic-Plaque-89_jpg.rf.f993f1f640ae45ba030f494b3901bd7c.jpg,640,640,Psoriasis Vulgar,0,1,640,640
Psoriasis-Guttate-71_jpg.rf.f9b16e2da8d3c823a2c01b16ec28cc3f.jpg,640,640,Psoriasis Vulgar,0,0,639,638
psoriasis-36-2_jpg.rf.fa9af3f04c42024816b016428077145b.jpg,640,640,Psoriasis Vulgar,19,0,640,627
Psoriasis-penis-15_jpg.rf.fa3391b254b6ebebbb921ac577cef905.jpg,640,640,Psoriasis Inversa,71,3,630,600
psoriasis-87_jpg.rf.f7cb328bc870cff175ad85499e37578b.jpg,640,640,Psoriasis Pustulosa,0,0,639,639
psoriasis-palms-soles-8_jpg.rf.fa9d207a6965466e5eb01110788d7dc2.jpg,640,640,Psoriasis Pustulosa,74,2,638,638
Psoriasis-Chronic-Plaque-10_jpg.rf.f886b06409f0e7ba359f7e91eca2a71d.jpg,640,640,Psoriasis Eritrodermica,0,11,627,640
psoriasis-59_jpg.rf.fbd696e0d757c310e7afdbe9700fc1a1.jpg,640,640,Psoriasis Pustulosa,0,0,305,639
psoriasis-59_jpg.rf.fbd696e0d757c310e7afdbe9700fc1a1.jpg,640,640,Psoriasis Pustulosa,288,0,639,639
psoriasis-pustular-generalized-48_jpg.rf.fb701ecb90565205d89997707e0c9324.jpg,640,640,Psoriasis Eritrodermica,0,60,639,638
Psoriasis-Chronic-Plaque-161_jpg.rf.fbfe827d05772e59bba9f21aa5fc9a56.jpg,640,640,Psoriasis Eritrodermica,0,6,624,640
psoriasis-palms-soles-100_jpg.rf.f80db923439a5406d7ffab5ad0d76035.jpg,640,640,Psoriasis Pustulosa,0,68,529,640
Psoriasis-Hand-13_jpg.rf.fc4428e194c65e7349ffa3779c16c6b4.jpg,640,640,Psoriasis Vulgar,21,0,639,638
psoriasis-palms-soles-163_jpg.rf.ff1862757b3693a6742168391bca9709.jpg,640,640,Psoriasis Pustulosa,0,0,617,636
Psoriasis-Hand-38_jpg.rf.fd3058c955f08253281a5e04346aa9fd.jpg,640,640,Psoriasis Pustulosa,16,0,640,630
psoriasis-pustular-generalized-53_jpg.rf.fdbb7914bf256e64b658fe956b215723.jpg,640,640,Psoriasis Eritrodermica,1,8,640,636
psoriasis-palms-soles-13_jpg.rf.feb955ce17ffb91beb262b2c3e5954da.jpg,640,640,Psoriasis Vulgar,0,0,638,639
Psoriasis-penis-10_jpg.rf.fcf1abea34685d6816bda5d7a4530ad9.jpg,640,640,Psoriasis Inversa,133,90,533,638
Psoriasis-HIV-3_jpg.rf.fe521333d7c13a3e5c721c9bb3cc9f37.jpg,640,640,Psoriasis Guttata,2,20,640,640
psoriasis-93_jpg.rf.fd2214a1317bc10eca5923dabebdec35.jpg,640,640,Psoriasis Vulgar,8,0,640,639
foto_noticia1796_jpg.rf.fc9bcdc3427cc502f8c3cfc96a5f830c.jpg,640,640,Psoriasis Guttata,3,0,640,640
psoriasis-68_jpg.rf.ff5618a269e07798d3af6eb111fb3166.jpg,640,640,Psoriasis Vulgar,0,0,638,639
unnamed_png.rf.fe7264a4104b666530de17aade3ee597.jpg,640,640,Psoriasis Guttata,0,0,639,638
Psoriasis-inversus-28_jpg.rf.fc5062b8de6432f915136310044e5110.jpg,640,640,Psoriasis Inversa,57,160,639,497
psoriasis-94_jpg.rf.fceac427b75989a3f62e5f1d6d48eae5.jpg,640,640,Psoriasis Inversa,0,0,639,639
Psoriasis-Chronic-Plaque-133_jpg.rf.fe94c289d75afad831c0b3421d489a5e.jpg,640,640,Psoriasis Vulgar,0,0,634,639
psoriasis-guttata-c3b3-psoriasis-en-gotas-afectacic3b3n-generalizada-del-tronco-dr-lauzurica-dermatc3b3logo-www-lauzuricaderma-com_jpg.rf.feb8b381f74506a69276cc8f41a539df.jpg,640,640,Psoriasis Guttata,3,8,640,640
Psoriasis-Chronic-Plaque-112_jpg.rf.fe95b883056fcc59868c91e02519471a.jpg,640,640,Psoriasis Vulgar,23,4,640,623
psoriasis-palms-soles-145_jpg.rf.fcdccfeae205e59ba2adfde433cb068d.jpg,640,640,Psoriasis Pustulosa,118,0,581,639
psoriasis-103_jpg.rf.fee1462828092c9770b52891776e4860.jpg,640,640,Psoriasis Vulgar,71,0,574,639
psoriasis-44-1_jpg.rf.4120aded740832e6122f6bcb82d01ffb.jpg,640,640,Psoriasis Eritrodermica,0,1,637,640
Psoriasis-inversus-24_jpg.rf.406b46d9157d9d04ecd774b1afbf5f6a.jpg,640,640,Psoriasis Inversa,2,0,640,638
Psoriasis-penis-1_jpg.rf.3d7312a81e2fd6041c291acda8134626.jpg,640,640,Psoriasis Inversa,10,94,635,587
Psoriasis-Chronic-Plaque-140_jpg.rf.3d14336b85d34a31b5d744cb4886876c.jpg,640,640,Psoriasis Vulgar,10,0,640,617
psoriasis-palms-soles-99_jpg.rf.3cc7752543e59ed226fc821e0b693dc3.jpg,640,640,Psoriasis Pustulosa,26,0,639,620
Psoriasis-Guttate-92_jpg.rf.3d3a89ce97fd4d2dd401258808475cad.jpg,640,640,Psoriasis Guttata,0,8,629,640
Psoriasis-Anus-4_jpg.rf.3f1e45b767db91bdf5fe6cd03cef3a9f.jpg,640,640,Psoriasis Inversa,18,0,640,624
psoriasis-palms-soles-96_jpg.rf.3ddecce116ceaf89bced77f6e6ee2659.jpg,640,640,Psoriasis Pustulosa,0,0,390,485
psoriasis-palms-soles-96_jpg.rf.3ddecce116ceaf89bced77f6e6ee2659.jpg,640,640,Psoriasis Pustulosa,372,0,639,578
psoriasis-pustular-generalized-59_jpg.rf.3db0a067fc1817a5760d50cfc8a9cec6.jpg,640,640,Psoriasis Eritrodermica,9,20,640,640
psoriasis-36_jpg.rf.3c910dd1aaf5fadcc080919dccd193df.jpg,640,640,Psoriasis Vulgar,0,0,318,638
psoriasis-36_jpg.rf.3c910dd1aaf5fadcc080919dccd193df.jpg,640,640,Psoriasis Vulgar,324,0,639,638
Psoriasis-Anus-7_jpg.rf.4221d85cdb1411009a141d3c127d6838.jpg,640,640,Psoriasis Inversa,25,2,640,640
Psoriasis-penis-5_jpg.rf.41df6759874c61e428afbbd462b18a58.jpg,640,640,Psoriasis Inversa,23,0,640,630
psoriasis-palms-soles-181_jpg.rf.3d30cdacb5d64b24e226420e02e64d19.jpg,640,640,Psoriasis Pustulosa,161,0,623,623
psoriasis-palms-soles-119_jpg.rf.422481591b6f863361c946cf1505233f.jpg,640,640,Psoriasis Vulgar,0,29,639,640
psoriasis-159_jpg.rf.3e6b2acfd67ddd83f7b1ff154caaf628.jpg,640,640,Psoriasis Inversa,0,1,635,640
psoriasis-141_jpg.rf.3e0da991f7e2ec013020f34da0639375.jpg,640,640,Psoriasis Guttata,0,0,639,638
Psoriasis-Light-Sensative-7_jpg.rf.419fb9ce10c68f9c45285ef57929bab9.jpg,640,640,Psoriasis Eritrodermica,0,0,640,614
Psoriasis-Light-Sensative-7_jpg.rf.419fb9ce10c68f9c45285ef57929bab9.jpg,640,640,Psoriasis Eritrodermica,499,219,638,596
Psoriasis-Light-Sensative-7_jpg.rf.419fb9ce10c68f9c45285ef57929bab9.jpg,640,640,Psoriasis Eritrodermica,0,0,123,390
Psoriasis-penis-10_jpg.rf.417d26d6ef79d3c19a7f28b3e1c9bc77.jpg,640,640,Psoriasis Inversa,127,70,529,619
psoriasis-104_jpg.rf.418a1c5f6d7fe2dda866ccf101427503.jpg,640,640,Psoriasis Eritrodermica,51,6,486,640
Psoriasis-penis-6_jpg.rf.3defa1f9d6ab26c40d4d96abbf7f75ad.jpg,640,640,Psoriasis Inversa,38,111,591,633
psoriasis-erythrodermic-29_jpg.rf.41bc8343f4cf8e9ad1e28504a0677a19.jpg,640,640,Psoriasis Pustulosa,0,6,617,584
Psoriasis-Chronic-Plaque-196_jpg.rf.3e4ef50f596a3e9f1dce89871d0ed6ea.jpg,640,640,Psoriasis Vulgar,90,0,619,635
Psoriasis-Chronic-Plaque-110_jpg.rf.422f31f36e47eb7c8e2d1071782e513f.jpg,640,640,Psoriasis Vulgar,0,0,639,638
Psoriasis-Light-Sensative-21_jpg.rf.40b533fce7603a84957e89d8635a7357.jpg,640,640,Psoriasis Eritrodermica,38,0,640,598
psoriasis-palms-soles-133_jpg.rf.3de2ddecf3852adeeb9e70c6eea6d5ce.jpg,640,640,Psoriasis Pustulosa,0,31,616,640
Psoriasis-Hand-50_jpg.rf.4452de63157f27ab5c5ef8715906f916.jpg,640,640,Psoriasis Vulgar,2,0,639,638
psoriasis-palms-soles-117_jpg.rf.429e98309ea3a3a99fd57c519f99ebf9.jpg,640,640,Psoriasis Pustulosa,10,4,640,640
Psoriasis-Hand-12_jpg.rf.4246cb1e39f2484d63fc99dafeae9fb4.jpg,640,640,Psoriasis Pustulosa,0,12,618,618
Psoriasis-Anus-13_jpg.rf.44c2ddd0528ca913adaa93b600c31311.jpg,640,640,Psoriasis Inversa,0,0,638,639
psoriasis-36-2_jpg.rf.448b1dd461b93760b104eb010107bb33.jpg,640,640,Psoriasis Vulgar,32,3,640,640
Psoriasis-Chronic-Plaque-145_jpg.rf.451acda42e669fa110471ca4ffe0586e.jpg,640,640,Psoriasis Vulgar,0,0,640,638
Psoriasis-Light-Sensative-4_jpg.rf.43b029e20da7ad468b36a59d70d9dbf6.jpg,640,640,Psoriasis Eritrodermica,16,13,621,640
psoriasis-143_jpg.rf.4887856d9bb6c18307e56c3ae93e3abb.jpg,640,640,Psoriasis Inversa,0,0,637,633
Psoriasis-Chronic-Plaque-143_jpg.rf.4895edb982233bc61f51869d8fa599ed.jpg,640,640,Psoriasis Vulgar,0,0,639,638
psoriasis-pustular-generalized-48_jpg.rf.458b115f307f9926d3a67d4597e01b47.jpg,640,640,Psoriasis Eritrodermica,0,77,627,640
Psoriasis-Chronic-Plaque-1262_jpg.rf.44987874d4c6d8420021847242866c2a.jpg,640,640,Psoriasis Vulgar,0,0,638,615
psoriasis-palms-soles-181_jpg.rf.47289f0abb61d6a158cb456d8ac7fc2e.jpg,640,640,Psoriasis Pustulosa,122,0,586,625
psoriasis-palms-soles-138_jpg.rf.424233ad86ec30836bc772ec6c5ed106.jpg,640,640,Psoriasis Vulgar,1,0,317,637
psoriasis-palms-soles-138_jpg.rf.424233ad86ec30836bc772ec6c5ed106.jpg,640,640,Psoriasis Vulgar,298,0,640,630
psoriasis-70-2_jpg.rf.428cdba9d48c8db1daa5a11148c21d88.jpg,640,640,Psoriasis Vulgar,0,9,636,640
Psoriasis-Hand-57_jpg.rf.44878cd08f38c6d58b536b8838959c63.jpg,640,640,Psoriasis Vulgar,6,8,640,640
Psoriasis-Chronic-Plaque-10_jpg.rf.46d03ca25963f478a5bb6eb949e6f478.jpg,640,640,Psoriasis Eritrodermica,0,22,640,640
psoriasis-40_jpg.rf.44f7928dd1124f0a24a1d4820ad19ca8.jpg,640,640,Psoriasis Vulgar,0,0,640,638
psoriasis-149_jpg.rf.46585a1920f0dfb3b1237fc9b514a0bd.jpg,640,640,Psoriasis Vulgar,12,1,640,640
1093_2_jpg.rf.4812c6884a259d01783e1b803b815eb8.jpg,640,640,Psoriasis Eritrodermica,27,5,626,640
psoriasis-141_jpg.rf.48fce3b2339f1c69edc2b38d21a813ef.jpg,640,640,Psoriasis Guttata,0,0,639,640
Figure_8-26_jpg.rf.454326df7b2e2773bd6cca1efb979658.jpg,640,640,Psoriasis Eritrodermica,8,8,628,639
psoriasis-100_jpg.rf.443e08b219e8de2542504c857bb2eced.jpg,640,640,Psoriasis Eritrodermica,0,1,638,640
Snapshot_diagnosis_erythroderma_erythrodermic_psoriasis__Oliver_Starr_jpg.rf.4940e550534636f47b81ec882b71b424.jpg,640,640,Psoriasis Eritrodermica,0,0,640,639
psoriasis-90_jpg.rf.4836e487c5b53ed5b0e6a43a26ce9bad.jpg,640,640,Psoriasis Guttata,0,1,638,640
Erythroderma_jpg.rf.4a0163da4b892c6190d64cb17f9f8103.jpg,640,640,Psoriasis Eritrodermica,45,0,611,639
psoriasis-palms-soles-143_jpg.rf.47615c079ef4825dab7fa26173d412fa.jpg,640,640,Psoriasis Pustulosa,60,7,535,640
Psoriasis-Guttate-121_jpg.rf.4952e601ecd0e957c947102059f20f7b.jpg,640,640,Psoriasis Guttata,10,0,640,629
Psoriasis-inversus-14_jpg.rf.4acb096940e2bc63af6e894e8f7daad1.jpg,640,640,Psoriasis Inversa,16,0,640,622
Psoriasis-Chronic-Plaque-196_jpg.rf.49064d9daf1673cdd1a54fc7c68fcd52.jpg,640,640,Psoriasis Vulgar,59,0,559,639
Psoriasis-Chronic-Plaque-91_jpg.rf.4a81913973384b7e437380e874c1a333.jpg,640,640,Psoriasis Vulgar,0,2,638,638
Psoriasis-Chronic-Plaque-126_jpg.rf.496a3a48962486434fab02225a5e0952.jpg,640,640,Psoriasis Vulgar,1,19,640,640
Psoriasis-Chronic-Plaque-157_jpg.rf.4b68b89d3cf5dcc5c6f8f85623c84477.jpg,640,640,Psoriasis Vulgar,7,0,640,618
psoriasis-palms-soles-97_jpg.rf.467136cb54d51d9bbbfe490af200fda3.jpg,640,640,Psoriasis Pustulosa,0,40,634,640
psoriasis-148_jpg.rf.4cb7f627312c95c0ead855d5dde32f9a.jpg,640,640,Psoriasis Vulgar,0,0,633,639
psoriasis-palms-soles-167_jpg.rf.4b0c462403266940611596ef42476468.jpg,640,640,Psoriasis Pustulosa,0,0,639,638
guttate-psoriasis-on-leg-260nw-1051765565_jpg.rf.4b4854df9c0a8f548a63fb74a3a4fae7.jpg,640,640,Psoriasis Guttata,0,2,638,562
Psoriasis-Guttate-89_jpg.rf.4ba84c25fed3c8d175adf40a50a1e4d2.jpg,640,640,Psoriasis Guttata,0,0,616,638
Psoriasis-Anus-2_jpg.rf.4ddb3ffa01ab6cf8d3f37bf5f4f98b69.jpg,640,640,Psoriasis Inversa,0,0,639,638
psoriasis-106_jpg.rf.4d3db377cd9d7e6980fe174c88f866e9.jpg,640,640,Psoriasis Vulgar,39,7,638,640
psoriasis-palms-soles-194_jpg.rf.4bc3b4848088e01cbc241ba45989c6f3.jpg,640,640,Psoriasis Pustulosa,301,50,626,566
psoriasis-palms-soles-194_jpg.rf.4bc3b4848088e01cbc241ba45989c6f3.jpg,640,640,Psoriasis Pustulosa,11,42,370,543
Psoriasis-Hand-20_jpg.rf.4e0e08ef4030f6740586e148dc959a9a.jpg,640,640,Psoriasis Pustulosa,0,0,639,638
Psoriasis-Chronic-Plaque-168_jpg.rf.4d5c65698e2ccdb116a212f37ab75997.jpg,640,640,Psoriasis Guttata,1,0,640,640
Psoriasis-Chronic-Plaque-106_jpg.rf.4e04e5fd6f5021460153fb89a7f9a844.jpg,640,640,Psoriasis Inversa,0,0,639,638
Psoriasis-Chronic-Plaque-166_jpg.rf.4e78055a62d4774be870f663a333333d.jpg,640,640,Psoriasis Pustulosa,33,2,640,640
psoriasis-palms-soles-187_jpg.rf.4bb0bf61ec7d9261c783cc70dc2ce318.jpg,640,640,Psoriasis Pustulosa,10,0,404,613
psoriasis-palms-soles-187_jpg.rf.4bb0bf61ec7d9261c783cc70dc2ce318.jpg,640,640,Psoriasis Pustulosa,292,69,640,626
psoriasis-palms-soles-102_jpg.rf.4ebdfb2e9dce3b511609ca48356435cd.jpg,640,640,Psoriasis Pustulosa,5,0,640,628
psoriasis-palms-soles-157_jpg.rf.4e07ac51b38713afc16eeb85201e6af8.jpg,640,640,Psoriasis Pustulosa,0,0,331,617
psoriasis-palms-soles-157_jpg.rf.4e07ac51b38713afc16eeb85201e6af8.jpg,640,640,Psoriasis Pustulosa,309,0,640,631
psoriasis-pustular-generalized-52_jpg.rf.4fcd020ff0e28d014415dbbb96e75441.jpg,640,640,Psoriasis Eritrodermica,0,8,639,638
Psoriasis-Chronic-Plaque-172_jpg.rf.4dda1fbd2b532e7bc23c72eecd7d1da4.jpg,640,640,Psoriasis Pustulosa,0,0,638,638
psoriasis-159_jpg.rf.4cc862bdd856311930fa351d7dfdab69.jpg,640,640,Psoriasis Inversa,0,0,639,638
182-01_jpg.rf.5096b5f9f9a7a825d5369d90caf1a132.jpg,640,640,Psoriasis Guttata,1,14,640,640
Psoriasis-Hand-59_jpg.rf.4d675d21d04218735a228226658bbc36.jpg,640,640,Psoriasis Vulgar,0,55,639,638
psoriasis-74_jpg.rf.5089b906f6300bd2e62a36ff25c8071d.jpg,640,640,Psoriasis Inversa,0,0,639,637
Psoriasis-Hand-27_jpg.rf.50b864837dace6c9145bfb5215675e3b.jpg,640,640,Psoriasis Eritrodermica,0,26,621,604
psoriasis-147_jpg.rf.4fc4ba601510ddb2d95f8b2ee00f51a9.jpg,640,640,Psoriasis Eritrodermica,0,0,639,638
psoriasis-43-2_jpg.rf.4f63fd7f15f94af6783659446ed294ab.jpg,640,640,Psoriasis Eritrodermica,45,0,581,625
psoriasis-pustular-generalized-33_jpg.rf.50c8ff48778705153014c31b082c96f0.jpg,640,640,Psoriasis Pustulosa,0,0,639,638
psoriasis-130_jpg.rf.4e79ad59a3ea24006b1823d6db1b7c3b.jpg,640,640,Psoriasis Vulgar,72,11,636,640
psoriasis-38-1_jpg.rf.50a0f7536a023d6b7b0e04b892908abd.jpg,640,640,Psoriasis Guttata,0,0,609,637
psoriasis-palms-soles-124_jpg.rf.4ddfae5c9974e3b713f5a2ce367927dd.jpg,640,640,Psoriasis Pustulosa,318,0,640,627
psoriasis-palms-soles-124_jpg.rf.4ddfae5c9974e3b713f5a2ce367927dd.jpg,640,640,Psoriasis Pustulosa,8,2,393,638
Psoriasis-penis-16_jpg.rf.4e1e2f1e1084d91055e351817b5414ee.jpg,640,640,Psoriasis Inversa,113,194,546,493
images4_jpg.rf.4fe80b1239643ca9ca62aa8d9ae21b8f.jpg,640,640,Psoriasis Guttata,0,10,635,637
Psoriasis-inversus-6_jpg.rf.511ee3301f567c4de116e24a38b528ef.jpg,640,640,Psoriasis Inversa,0,0,638,639
psoriasis-134-1_jpg.rf.509c0148dfe4b5fa41d4e05eae8840ab.jpg,640,640,Psoriasis Vulgar,264,8,598,621
psoriasis-134-1_jpg.rf.509c0148dfe4b5fa41d4e05eae8840ab.jpg,640,640,Psoriasis Vulgar,0,29,253,640
psoriasis-palms-soles-151_jpg.rf.5179d88df8457a79f0d4c6263f780b8c.jpg,640,640,Psoriasis Pustulosa,0,0,571,543
psoriasis-77_jpg.rf.5182bc3c8ac84a5add3cddfbd6aabdad.jpg,640,640,Psoriasis Inversa,7,0,640,622
Psoriasis-Hand-13_jpg.rf.5191e4a5f2ed00a93387344d05ec873c.jpg,640,640,Psoriasis Vulgar,16,9,640,640
psoriasis-palms-soles-124_jpg.rf.51f8565edfa8780e5a93a8b4a0b345ed.jpg,640,640,Psoriasis Pustulosa,15,0,335,630
psoriasis-palms-soles-124_jpg.rf.51f8565edfa8780e5a93a8b4a0b345ed.jpg,640,640,Psoriasis Pustulosa,285,0,640,612
psoriasis-palms-soles-126_jpg.rf.528d13df56559d6df1f5f65f278b4eb1.jpg,640,640,Psoriasis Vulgar,14,0,415,638
psoriasis-palms-soles-126_jpg.rf.528d13df56559d6df1f5f65f278b4eb1.jpg,640,640,Psoriasis Vulgar,312,0,640,611
psoriasis-117_jpg.rf.532afa97c117c1b1457d922cf207a261.jpg,640,640,Psoriasis Vulgar,374,145,606,397
psoriasis-117_jpg.rf.532afa97c117c1b1457d922cf207a261.jpg,640,640,Psoriasis Vulgar,48,165,290,640
Psoriasis-Guttate-64_jpg.rf.52fb8c6972a900085befbb47d53527b4.jpg,640,640,Psoriasis Guttata,0,0,639,638
psoriasis-palms-soles-192_jpg.rf.528b9c0d8975781962291f4735e152d3.jpg,640,640,Psoriasis Pustulosa,16,3,640,627
Psoriasis-inversus-28_jpg.rf.52858bf7dd31e745ca912265e085f174.jpg,640,640,Psoriasis Inversa,52,119,598,540
psoriasis-palms-soles-112_jpg.rf.544783a8bf6dd824ecd9a07c81a30ac3.jpg,640,640,Psoriasis Pustulosa,0,0,620,632
psoriasis-47_jpg.rf.564eb93d1936a0ca20ff6e1b4f8b1a5f.jpg,640,640,Psoriasis Eritrodermica,0,0,639,639
psoriasis-palms-soles-110_jpg.rf.521171464517b57f728371e1c8e54435.jpg,640,640,Psoriasis Pustulosa,1,0,640,633
psoriasis-69_jpg.rf.5283f064872c6186cb7966f436abc787.jpg,640,640,Psoriasis Inversa,2,15,640,640
Psoriasis-Hand-57_jpg.rf.536ea66fa15f79c5b41bda0beb09ad86.jpg,640,640,Psoriasis Vulgar,0,6,635,640
Psoriasis-Chronic-Plaque-111_jpg.rf.543e10a2e85319a12394926adb39fe35.jpg,640,640,Psoriasis Vulgar,0,0,631,631
causas_ambientales_de_la_psoriasis_27040_1_600_jpg.rf.567e400d33648b4f5365762848d68e52.jpg,640,640,Psoriasis Guttata,0,5,639,640
Psoriasis-Guttate-121_jpg.rf.554c95d409cdb0c31e329660612d891f.jpg,640,640,Psoriasis Guttata,4,0,640,640
psoriasis-99_jpg.rf.55d1a94c831fa537503ed9204ebd1e8d.jpg,640,640,Psoriasis Eritrodermica,0,13,616,640
Psoriasis-Chronic-Plaque-1872_jpg.rf.560dfe835467300a9352e01986248680.jpg,640,640,Psoriasis Vulgar,16,0,640,636
psoriasis-120_jpg.rf.52667901fe1e50cf4d63f2cc3a48e926.jpg,640,640,Psoriasis Pustulosa,0,0,618,628
Psoriasis-Anus-2_jpg.rf.5648043355912d8995bd814f20451ca2.jpg,640,640,Psoriasis Inversa,2,13,640,640
Psoriasis-penis-10_jpg.rf.53fa211885238f8452b6b78d266238e1.jpg,640,640,Psoriasis Inversa,89,0,491,526
Psoriasis-Hand-56_jpg.rf.520cec8ee5a6fe52a9baae34584e2e72.jpg,640,640,Psoriasis Vulgar,32,0,635,636
Psoriasis-Anus-3_jpg.rf.562bf6f91307fce8d599b6d505b25498.jpg,640,640,Psoriasis Inversa,0,0,640,628
psoriasis-palms-soles-90_jpg.rf.56a4129b65ff826c642e2ca0755164b9.jpg,640,640,Psoriasis Pustulosa,0,0,630,595
